student_id,last_name,first_name,site_name,grade,race_ethnicity,gender,iep
253080,Chadwick,Korban,"Summit Public School: Rainier",10,Hispanic,F,FALSE
253085,Clemons,Murtaza,"Summit Public School: Rainier",10,White,M,FALSE
253095,Henderson,Donald,"Summit Public School: Tahoma",10,Asian,M,FALSE
253120,Crowther,Kareem,"Summit Public School: Rainier",12,Hispanic,F,FALSE
253125,Ramos,Kristin,"Summit Public School: Tahoma",10,Hispanic,M,FALSE
253130,Cruz,Clark,"Summit Public School: Denali",10,"Two or More Races",M,FALSE
253135,Abbott,Ronnie,"Summit Public School: Denali",10,Hispanic,F,FALSE
253145,Lynn,Breanna,"Summit Public School: Tamalpais",8,Hispanic,F,FALSE
253175,Branch,Myron,"Summit Public School: Tamalpais",8,White,M,TRUE
253210,Hoover,Zach,"Everest Public High School",10,Hispanic,M,FALSE
253215,Barron,Nabil,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
253255,Nash,Kyra,"Summit Public School: Rainier",11,,M,FALSE
253280,Escobar,Sana,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
253290,Bellamy,Asiya,"Summit Public School: Rainier",10,"Black or African American",M,FALSE
253305,Sandoval,Nancy,"Summit Public School: Rainier",11,Hispanic,M,TRUE
253310,Brown,Lillia,"Summit Public School: Rainier",11,Hispanic,F,FALSE
253325,Middleton,Bronwen,"Summit Public School: Rainier",11,Hispanic,F,FALSE
253335,Cole,Ariyah,"Summit Public School: Rainier",10,Hispanic,M,FALSE
253345,O'Brien,Jan,"Summit Public School: Tahoma",12,Hispanic,M,TRUE
253360,Mcdougall,Rogan,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
253365,Knights,Beatrix,"Summit Public School: Tahoma",10,"Black or African American",F,FALSE
266525,England,Tahmina,"Summit Preparatory Charter High School",9,White,F,FALSE
266530,Moss,Donald,"Summit Preparatory Charter High School",9,Hispanic,M,TRUE
266535,Harper,Krzysztof,"Summit Preparatory Charter High School",9,White,M,TRUE
266540,Goulding,Denny,"Summit Preparatory Charter High School",9,Asian,F,FALSE
266545,Prosser,Jayden,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266550,Fraser,Sami,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266555,Rawlings,Woody,"Summit Preparatory Charter High School",9,Hispanic,M,TRUE
266560,Firth,Adyan,"Summit Preparatory Charter High School",9,Hispanic,M,TRUE
266565,Mckenzie,Earl,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266570,Lynn,Gareth,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266575,Goff,Joanne,"Summit Preparatory Charter High School",9,"Black or African American",M,TRUE
266580,Durham,Larry,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266585,Booth,Tina,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266595,Bass,Lucille,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266600,Chung,Louisa,"Summit Preparatory Charter High School",9,Hispanic,F,TRUE
266605,Craig,Camron,"Summit Preparatory Charter High School",9,"Native Hawaiian or Other Pacific Islander",M,FALSE
266610,Paul,Allegra,"Summit Preparatory Charter High School",9,Asian,F,FALSE
266615,Crouch,Ruby-May,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266620,Brennan,Paris,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266625,Hastings,Jaime,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266630,Prosser,Mia,"Summit Preparatory Charter High School",9,"Black or African American",F,FALSE
266635,Sampson,Isa,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266640,Henry,Josef,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266645,Prince,Daniele,"Summit Preparatory Charter High School",9,Hispanic,M,TRUE
266650,Rocha,Amiee,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266655,Parkes,George,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266660,May,Alexandros,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266665,Britton,Tanner,"Summit Preparatory Charter High School",9,"Two or More Races",M,FALSE
266670,Calvert,Jeevan,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266675,Cook,Deon,"Summit Preparatory Charter High School",9,Asian,F,FALSE
266680,Grant,Zohaib,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266685,Finney,Abbi,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266690,Bell,Eathan,"Summit Preparatory Charter High School",9,Hispanic,F,TRUE
266695,Hartley,Hasnain,"Summit Preparatory Charter High School",9,White,M,FALSE
266700,Greenwood,Danniella,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266710,Ireland,Ioan,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266715,Khan,Georgie,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266720,Werner,Travis,"Summit Preparatory Charter High School",9,"American Indian or Alaska Native",M,FALSE
266725,Wells,Marshall,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266730,Clayton,Jimmie,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266735,Whittaker,Armani,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266740,Martins,Huma,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266745,Dale,Kallum,"Summit Preparatory Charter High School",9,White,F,FALSE
266750,Riggs,Elora,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266755,Glenn,Tiya,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266760,Moore,Brody,"Summit Preparatory Charter High School",9,"Two or More Races",F,FALSE
266765,Bowden,Fallon,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266770,Lamb,Omar,"Summit Preparatory Charter High School",9,"Two or More Races",M,FALSE
266775,Brook,Jaspal,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266780,Tucker,Kaitlyn,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266785,Bateman,Akbar,"Summit Preparatory Charter High School",9,"Two or More Races",M,FALSE
266790,Benton,Jaylen,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266795,Soto,Katerina,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266800,Joseph,Aine,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266805,Leonard,Jonathon,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266810,Heaton,Michele,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266815,Becker,Dru,"Summit Preparatory Charter High School",9,Asian,F,FALSE
266820,Booth,Marie,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266825,Valentine,Precious,"Summit Preparatory Charter High School",9,White,M,FALSE
266830,Beard,Courtney,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266835,Stephenson,Ingrid,"Summit Preparatory Charter High School",9,"Two or More Races",M,FALSE
266840,Houston,Finnlay,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266845,Rooney,Tierney,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266850,Schroeder,Delores,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266855,Dupont,Tess,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266860,Craft,Sasha,"Summit Preparatory Charter High School",9,Asian,M,TRUE
266865,Kline,Arwen,"Summit Preparatory Charter High School",9,"Two or More Races",F,FALSE
266870,Williamson,Alexis,"Summit Preparatory Charter High School",9,"Black or African American",M,FALSE
266875,Lang,Asim,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266880,Prince,Saim,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266885,Clements,Sandra,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266890,Hardy,Anisha,"Summit Preparatory Charter High School",9,"Black or African American",F,FALSE
266895,Owen,Rodrigo,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266900,Garrison,Anaiya,"Summit Preparatory Charter High School",9,"Two or More Races",F,FALSE
266905,Bateman,Billy,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266910,Strickland,Ifrah,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266915,Delacruz,Cleveland,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266920,Murphy,Tiana,"Summit Preparatory Charter High School",9,White,M,FALSE
266925,Abbott,Ananya,"Summit Preparatory Charter High School",9,"Black or African American",M,TRUE
266930,Barry,Aayan,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266935,Connolly,Jess,"Summit Preparatory Charter High School",9,Asian,M,FALSE
266940,Wallace,Lorena,"Summit Preparatory Charter High School",9,White,F,TRUE
266945,Lawson,Karan,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266950,Simpson,Anne-Marie,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266960,Wilcox,Tariq,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266965,Murray,Guto,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266970,Amos,Clive,"Summit Preparatory Charter High School",9,White,M,FALSE
266975,Santos,Marcus,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
266980,Combs,Faisal,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
266990,Cortes,Preston,"Summit Preparatory Charter High School",9,,F,FALSE
267000,Nicholls,Gwen,"Summit Preparatory Charter High School",9,Hispanic,F,FALSE
267005,Leonard,Fabian,"Summit Preparatory Charter High School",9,Asian,M,FALSE
267010,Gill,Kade,"Summit Preparatory Charter High School",9,White,M,FALSE
267015,Cox,Imran,"Summit Preparatory Charter High School",9,"Two or More Races",M,FALSE
267020,Reid,Kae,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
267025,Pineda,Elissa,"Summit Preparatory Charter High School",9,"Black or African American",F,FALSE
267030,Ford,Jasper,"Summit Preparatory Charter High School",9,White,F,FALSE
267035,Paul,Isaac,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
267040,Whittaker,Willem,"Summit Preparatory Charter High School",9,Hispanic,M,FALSE
267045,Poole,Ava-May,"Everest Public High School",9,Hispanic,F,FALSE
267055,Harper,Ishika,"Everest Public High School",9,"Two or More Races",F,FALSE
267060,Wicks,Benito,"Everest Public High School",9,Hispanic,M,FALSE
267065,Rooney,Carole,"Everest Public High School",9,Hispanic,F,FALSE
267070,Cline,Margot,"Everest Public High School",9,Hispanic,F,FALSE
267075,Curtis,Elouise,"Everest Public High School",9,Asian,F,FALSE
267080,Callahan,Marley,"Everest Public High School",9,,F,FALSE
267090,Wise,Faraz,"Everest Public High School",9,Asian,M,FALSE
267095,Shields,Arnold,"Everest Public High School",9,Hispanic,M,FALSE
267100,James,Ollie,"Everest Public High School",9,Hispanic,M,FALSE
267115,Alston,Paolo,"Everest Public High School",9,White,M,FALSE
267120,Blair,Kaylee,"Everest Public High School",9,Asian,F,FALSE
267125,Garrison,Ernest,"Everest Public High School",9,Asian,M,FALSE
267130,Clarke,Ellis,"Everest Public High School",9,Hispanic,F,FALSE
267140,Naylor,Ronnie,"Everest Public High School",9,White,F,FALSE
267150,Prentice,Sapphire,"Everest Public High School",9,Hispanic,F,FALSE
267155,Marquez,Pablo,"Everest Public High School",9,Hispanic,M,FALSE
267160,Todd,Fahim,"Everest Public High School",9,Hispanic,M,FALSE
267165,Britton,Zeenat,"Everest Public High School",9,White,F,FALSE
267170,Denton,James,"Everest Public High School",9,Hispanic,M,TRUE
267175,Goldsmith,Alix,"Everest Public High School",9,Asian,F,FALSE
267180,Paul,Kiah,"Everest Public High School",9,Hispanic,F,FALSE
267185,Sheridan,Brittany,"Everest Public High School",9,Hispanic,F,FALSE
267190,Lucero,Hussain,"Everest Public High School",9,Asian,M,FALSE
267195,Vu,Brandon-Lee,"Everest Public High School",9,Hispanic,M,FALSE
267200,Riggs,Lexi-Mai,"Everest Public High School",9,White,F,FALSE
267205,Bloggs,Jadine,"Everest Public High School",9,Hispanic,F,FALSE
267210,Roman,Grace,"Everest Public High School",9,"Two or More Races",F,FALSE
267215,Holder,Gia,"Everest Public High School",9,Hispanic,M,FALSE
267220,Wong,Evalyn,"Everest Public High School",9,White,F,FALSE
267225,Graves,Khushi,"Everest Public High School",9,White,F,FALSE
267230,Parker,Ferne,"Everest Public High School",9,Asian,F,FALSE
267235,Trujillo,Wanda,"Everest Public High School",9,Hispanic,F,FALSE
267240,Richardson,Lindsay,"Everest Public High School",9,Hispanic,M,FALSE
267245,Burch,Celine,"Everest Public High School",9,Hispanic,F,FALSE
267250,Perkins,Leslie,"Everest Public High School",9,"Two or More Races",M,FALSE
267255,Chan,Misbah,"Everest Public High School",9,Hispanic,M,FALSE
267260,Delaney,Luis,"Everest Public High School",9,Hispanic,M,FALSE
267270,Nelson,Freja,"Everest Public High School",9,"Black or African American",F,FALSE
267275,Dale,Marcie,"Everest Public High School",9,,F,FALSE
267280,Cochran,Quinn,"Everest Public High School",9,White,F,FALSE
267290,Merrill,Jan,"Everest Public High School",9,Hispanic,M,FALSE
267295,Mcdaniel,Indiana,"Everest Public High School",9,,F,FALSE
267300,Blair,Huseyin,"Everest Public High School",9,Hispanic,M,TRUE
267305,Blankenship,Mohammed,"Everest Public High School",9,"Two or More Races",M,FALSE
267310,Wheeler,Rhiana,"Everest Public High School",9,Hispanic,F,FALSE
267320,Martins,Tahmina,"Everest Public High School",9,Hispanic,F,FALSE
267325,Kerr,Loren,"Everest Public High School",9,Hispanic,F,FALSE
267335,Gill,Zi,"Everest Public High School",9,Asian,M,FALSE
267340,East,Jace,"Everest Public High School",9,Hispanic,M,FALSE
267350,Cook,Kie,"Everest Public High School",9,Asian,M,FALSE
267355,Findlay,Leroy,"Everest Public High School",9,Hispanic,M,FALSE
267365,Lucero,Abdullahi,"Everest Public High School",9,"Black or African American",M,FALSE
267370,Aguilar,Zara,"Everest Public High School",9,Hispanic,F,FALSE
267380,Kaur,Jamie-Leigh,"Everest Public High School",9,Hispanic,F,FALSE
267385,Schaefer,Kiyan,"Everest Public High School",9,Hispanic,M,FALSE
267390,Gallagher,Finnley,"Everest Public High School",9,White,F,FALSE
267395,Hardin,Scarlett-Rose,"Everest Public High School",9,"Two or More Races",F,FALSE
267400,Gill,Rhiana,"Everest Public High School",9,Asian,F,FALSE
267405,Corbett,Aqeel,"Everest Public High School",9,Hispanic,M,FALSE
267410,Kelley,Katya,"Everest Public High School",9,"Two or More Races",F,FALSE
267415,Rossi,Leyton,"Everest Public High School",9,Asian,M,TRUE
267420,Slater,Nikita,"Everest Public High School",9,"Black or African American",M,FALSE
267425,Finley,Jordan-Lee,"Everest Public High School",9,White,M,FALSE
267430,James,Eddie,"Everest Public High School",9,White,M,FALSE
267435,Stephenson,Adeline,"Everest Public High School",9,"Black or African American",F,FALSE
267440,Flores,Saeed,"Everest Public High School",9,,M,FALSE
267445,Mcmahon,Klaudia,"Everest Public High School",9,Hispanic,F,FALSE
267450,Marquez,Safiya,"Everest Public High School",9,Hispanic,F,FALSE
267460,Knowles,Elwood,"Everest Public High School",9,Hispanic,M,FALSE
267475,Mccarthy,Leja,"Everest Public High School",9,Hispanic,F,FALSE
267480,Richardson,Breanna,"Everest Public High School",9,Asian,F,TRUE
267485,Kennedy,Milan,"Everest Public High School",9,Hispanic,F,FALSE
267490,Peel,Jun,"Everest Public High School",9,"American Indian or Alaska Native",M,FALSE
267495,Padilla,Robin,"Everest Public High School",9,Hispanic,F,FALSE
267500,Liu,Chace,"Everest Public High School",9,White,M,TRUE
267505,Vu,Arnas,"Everest Public High School",9,"Two or More Races",M,FALSE
267510,Bradshaw,Sahar,"Everest Public High School",9,White,F,FALSE
267515,Walter,Julian,"Everest Public High School",9,White,M,TRUE
267520,Chadwick,Herbie,"Everest Public High School",9,,M,FALSE
267525,Mcmahon,Willow,"Everest Public High School",9,Hispanic,M,FALSE
267530,Murray,Eliot,"Everest Public High School",9,Hispanic,F,FALSE
267535,Greenwood,Tina,"Everest Public High School",9,Hispanic,F,FALSE
267540,Merrill,Kenneth,"Everest Public High School",9,Hispanic,M,FALSE
267545,Reid,Malika,"Everest Public High School",9,Hispanic,F,FALSE
267550,Mckenna,Sohail,"Everest Public High School",9,Asian,M,FALSE
267555,Holder,Diane,"Everest Public High School",9,Hispanic,F,FALSE
267560,Singh,Hilary,"Everest Public High School",9,Hispanic,F,FALSE
267565,Goldsmith,Lilliana,"Everest Public High School",9,Hispanic,F,FALSE
267570,Duke,Javier,"Everest Public High School",9,Hispanic,M,FALSE
267575,Mccallum,Carmen,"Everest Public High School",9,"Two or More Races",F,FALSE
267580,Friedman,Angharad,"Everest Public High School",9,Hispanic,F,FALSE
267585,Koch,Shay,"Everest Public High School",9,"Two or More Races",M,FALSE
267590,Calvert,Khadija,"Everest Public High School",11,White,F,FALSE
267595,Ferreira,Atlanta,"Summit Preparatory Charter High School",9,White,F,FALSE
267605,Small,Jia,"Everest Public High School",9,Hispanic,M,FALSE
267610,Garza,Britney,"Everest Public High School",9,Asian,F,FALSE
267615,Quintero,Stefano,"Everest Public High School",9,Hispanic,M,FALSE
267620,Waller,Arfa,"Summit Public School: Rainier",9,"Black or African American",F,TRUE
267625,Gomez,Tierney,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267630,Monroe,Rhiana,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267635,Osborn,Tiya,"Summit Public School: Rainier",9,,F,FALSE
267640,Haas,Sheridan,"Summit Public School: Rainier",9,White,M,FALSE
267645,Floyd,Miya,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267650,Monroe,Sila,"Summit Public School: Rainier",9,"Two or More Races",M,FALSE
267655,Logan,Ismail,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267660,Morris,Joey,"Summit Public School: Rainier",9,Asian,M,FALSE
267665,Roth,Fallon,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267670,Cervantes,Jack,"Summit Public School: Rainier",9,"Black or African American",M,FALSE
267675,Burke,Emme,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267680,Bruce,Freja,"Summit Public School: Rainier",9,Asian,M,FALSE
267685,Bernard,Trinity,"Summit Public School: Rainier",9,White,M,FALSE
267695,Simon,Kristin,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267700,Crosby,Ines,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267705,Franks,Nabil,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267710,Clark,Kayan,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267715,Bourne,Nataniel,"Summit Public School: Rainier",9,Asian,M,FALSE
267720,Holman,Vicky,"Summit Public School: Rainier",9,White,M,FALSE
267725,Morris,Aniela,"Summit Public School: Rainier",9,White,M,FALSE
267730,Kerr,Alyssa,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267745,Bradford,Emme,"Summit Public School: Rainier",9,Asian,F,FALSE
267750,Easton,Tariq,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267755,Stott,Cavan,"Summit Public School: Rainier",9,"Two or More Races",M,FALSE
267760,Prosser,Sufyaan,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267770,Everett,Jerome,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267775,French,Marcus,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267780,Chung,James,"Summit Public School: Rainier",9,Asian,F,FALSE
267785,Dupont,Charli,"Summit Public School: Rainier",9,White,F,TRUE
267790,Burrows,Alys,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267795,Murillo,Conner,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267800,Field,Sneha,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267805,Savage,Opal,"Summit Public School: Rainier",9,Asian,F,FALSE
267810,O'Brien,Mahir,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267815,Witt,Tarik,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267820,Hood,Francis,"Summit Public School: Rainier",9,Asian,F,FALSE
267825,Rudd,Corrie,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267830,Woodley,Makenzie,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267840,Delgado,Rowan,"Summit Public School: Rainier",9,"Black or African American",M,FALSE
267845,Maddox,Arnold,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267850,Khan,Rizwan,"Summit Public School: Rainier",9,"Two or More Races",M,FALSE
267865,Rooney,Lleyton,"Summit Public School: Rainier",9,Hispanic,F,TRUE
267875,Trevino,Maddox,"Summit Public School: Rainier",9,White,M,FALSE
267880,Mustafa,Jess,"Summit Public School: Rainier",9,Asian,M,FALSE
267885,Graves,Alaya,"Summit Public School: Rainier",9,Hispanic,F,FALSE
267890,Sweet,Roza,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267895,Redfern,Lacey-Mae,"Summit Public School: Rainier",10,"Two or More Races",F,FALSE
267900,Morrow,Tina,"Summit Public School: Rainier",9,Hispanic,M,FALSE
267910,Mcneil,Mihai,"Summit Public School: Rainier",9,White,M,FALSE
267920,Roy,Austin,"Summit Public School: Rainier",9,Hispanic,M,TRUE
267925,Booker,Emilio,"Summit Public School: Tahoma",9,Hispanic,M,TRUE
267930,Lane,Blaine,"Summit Public School: Tahoma",9,Hispanic,F,TRUE
267935,Kaye,Usmaan,"Summit Public School: Tahoma",9,Hispanic,M,TRUE
267940,Luna,Khadija,"Summit Public School: Tahoma",9,"Native Hawaiian or Other Pacific Islander",F,FALSE
267945,Moran,Dana,"Summit Public School: Tahoma",9,Asian,F,FALSE
267950,Parrish,Baran,"Summit Public School: Tahoma",9,Asian,M,FALSE
267965,Schroeder,Oliwier,"Summit Public School: Tahoma",9,"Two or More Races",F,FALSE
267970,Cross,Amy-Louise,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
267975,Soto,Chace,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
267980,Frye,Saeed,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
267985,Barrera,Shayan,"Summit Public School: Tahoma",9,"Two or More Races",F,FALSE
267990,Snow,George,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
267995,Gonzalez,Jordi,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268000,Wilkinson,Corrie,"Summit Public School: Tahoma",9,"Two or More Races",F,TRUE
268005,Forster,Jimmie,"Summit Public School: Tahoma",9,Asian,M,FALSE
268010,Mckay,Aras,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268015,Bevan,Hussain,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268020,Terry,Faiz,"Summit Public School: Tahoma",9,,M,FALSE
268025,Liu,Jakub,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268030,Burke,Santino,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268035,Kaufman,Abdullahi,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268040,Lewis,Nicole,"Summit Public School: Tahoma",9,White,M,FALSE
268045,Strong,Heath,"Summit Public School: Tahoma",9,White,M,FALSE
268050,Lozano,Zoe,"Summit Public School: Tahoma",9,White,F,FALSE
268055,Horne,Alysha,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268060,Trejo,Ayva,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268065,Wickens,Ingrid,"Summit Public School: Tahoma",9,White,M,FALSE
268070,Hodges,Shay,"Summit Public School: Tahoma",9,Asian,M,TRUE
268075,Soto,Ismail,"Summit Public School: Tahoma",9,White,F,FALSE
268080,Forster,Shae,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268085,Houston,Siyana,"Summit Public School: Tahoma",9,"Two or More Races",F,FALSE
268090,Delacruz,Arnold,"Summit Public School: Tahoma",9,"Two or More Races",F,TRUE
268095,Lawson,Rochelle,"Summit Public School: Tahoma",9,"Two or More Races",M,FALSE
268100,Salazar,Blanka,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268105,Liu,Colby,"Summit Public School: Tahoma",9,Asian,M,FALSE
268110,Riley,Izaak,"Summit Public School: Tahoma",9,White,F,FALSE
268115,Potter,Iolo,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268120,Cruz,Jordan-Lee,"Summit Public School: Tahoma",9,White,M,FALSE
268125,East,Ava-Mai,"Summit Public School: Tahoma",9,White,M,FALSE
268130,Hughes,Willow,"Summit Public School: Tahoma",9,White,F,FALSE
268140,Washington,Suraj,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268145,Henderson,Leopold,"Summit Public School: Tahoma",9,Asian,F,FALSE
268155,Stephenson,Zion,"Summit Public School: Tahoma",9,White,M,FALSE
268160,Stevenson,Marlie,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268165,Flowers,Precious,"Summit Public School: Tahoma",9,Asian,F,FALSE
268170,Odonnell,Camron,"Summit Public School: Tahoma",11,Hispanic,M,TRUE
268175,Bowers,Russell,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268180,Knights,Zi,"Summit Public School: Tahoma",9,White,F,TRUE
268185,Gardner,Huma,"Summit Public School: Tahoma",10,Hispanic,F,FALSE
268190,Kerr,Waqar,"Summit Public School: Tahoma",10,White,F,FALSE
268195,Reid,Derry,"Summit Public School: Tahoma",9,Hispanic,M,FALSE
268205,Roman,Riaz,"Summit Public School: Tahoma",9,Hispanic,F,FALSE
268210,Watt,Nikodem,"Summit Public School: Tahoma",9,"Two or More Races",M,FALSE
268215,Murray,Rhyley,"Summit Public School: Denali",9,Hispanic,F,TRUE
268220,Connolly,Harlan,"Summit Public School: Denali",6,"Black or African American",F,FALSE
268225,Alcock,Alix,"Summit Public School: Denali",6,Hispanic,M,FALSE
268230,Gunn,Arman,"Summit Public School: Denali",6,"Two or More Races",M,FALSE
268235,Guerra,Ayman,"Summit Public School: Denali",6,"Two or More Races",M,TRUE
268240,Pemberton,Malika,"Summit Public School: Denali",6,Hispanic,F,FALSE
268245,Ferreira,Austin,"Summit Public School: Denali",9,"Two or More Races",F,FALSE
268250,Sinclair,Gurdeep,"Summit Public School: Denali",6,"Two or More Races",F,FALSE
268255,Doyle,Marley,"Summit Public School: Denali",6,Hispanic,M,FALSE
268260,Kirkpatrick,Kiah,"Summit Public School: Denali",6,Hispanic,F,FALSE
268265,Nairn,Tye,"Summit Public School: Denali",6,Hispanic,M,TRUE
268270,Knapp,Julian,"Summit Public School: Denali",6,White,F,FALSE
268275,Roman,Miller,"Summit Public School: Denali",6,Asian,M,FALSE
268280,Alston,Lillian,"Summit Public School: Denali",6,Asian,F,FALSE
268285,Jennings,Bobby,"Summit Public School: Denali",6,Asian,F,FALSE
268290,Maldonado,Violet,"Summit Public School: Denali",6,White,M,TRUE
268295,Vega,Jordi,"Summit Public School: Denali",6,Hispanic,M,FALSE
268300,Ashley,Ishika,"Summit Public School: Denali",6,Hispanic,F,FALSE
268310,Murray,Isabella,"Summit Public School: Denali",6,Asian,M,TRUE
268315,Hanson,Kylan,"Summit Public School: Denali",6,Hispanic,M,TRUE
268320,Fulton,Amina,"Summit Public School: Denali",6,Asian,M,FALSE
268325,Hyde,Harlow,"Summit Public School: Denali",6,Hispanic,F,TRUE
268330,Collins,Christiana,"Summit Public School: Denali",6,White,F,FALSE
268335,Henry,Zaynah,"Summit Public School: Denali",6,Hispanic,M,FALSE
268340,Reilly,Gwen,"Summit Public School: Denali",6,Hispanic,F,TRUE
268345,Wilkinson,Fraya,"Summit Public School: Denali",6,"Black or African American",F,FALSE
268350,Howarth,Kasey,"Summit Public School: Denali",6,"Black or African American",F,FALSE
268355,Mccoy,Jo,"Summit Public School: Denali",6,Hispanic,F,FALSE
268360,Cash,Jun,"Summit Public School: Denali",6,Hispanic,M,FALSE
268365,Morrow,Inayah,"Summit Public School: Denali",9,Hispanic,F,FALSE
